Umur,Domisili,Province,Jenis Kelamin,Total Twitter Sekunder,Twitter1,Twitter2,Twitter3,Twitter4,Twitter5,Twitter6,Private Second Account,Roleplay Acc,Fake/Spam,Alter Acc,BodySatisfaction,FamCloseness,ParentsinMarriage,LivingApart,Loneliness,SExp1,SExp2,SExp3,SExp4,SExp5,SExp6,SExp,InfSeek1,InfSeek2,InfSeek3,InfSeek4,InfSeek,Soc1,Soc2,Soc3,Soc4,Soc,Div1,Div2,Div,UG_TOT,DA1,DA2,DA3,DA4,DA_OD,IN1,IN2,IN3,IN4,IN5,IN_OD,AS1,AS2,AS3,AS_OD,SI1,SI2,SI3,SI_OD,DI1,DI2,DI3,DI4,DI_OD,MA1,MA2,MA3,MA4,MA_OD,OD_TOT,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS_TOT
1,Jember,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,4,5,5,6,7,6,2,31,5,7,7,4,23,6,5,5,5,21,5,6,11,86,5,6,6,5,22,3,4,4,4,6,21,7,5,6,18,6,5,7,18,4,3,1,3,11,4,4,5,4,17,107,4,3,5,3,2,1,18
2,Jember,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,4,1,0,3,6,7,6,7,7,2,35,7,7,7,5,26,7,6,5,7,25,7,7,14,100,2,2,2,2,8,2,2,2,2,2,10,7,7,7,21,6,6,5,17,3,2,2,2,9,2,2,2,2,8,73,5,2,5,4,4,1,21
1,Jember,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,3,2,1,6,7,7,1,24,7,7,7,5,26,6,4,5,4,19,7,7,14,83,7,6,6,6,25,5,3,5,5,2,20,3,6,6,15,7,5,6,18,5,7,6,6,24,6,5,4,5,20,122,5,5,5,4,2,4,25
1,Jember,Jawa Timur,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,3,2,0,1,3,5,3,3,6,6,2,25,2,3,3,3,11,7,4,5,4,20,6,6,12,68,3,3,2,2,10,3,2,3,3,2,13,6,5,6,17,4,4,4,12,4,4,4,4,16,4,4,4,4,16,84,3,2,5,3,3,3,19
0,Jember,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,1,0,1,4,7,5,7,7,7,1,34,6,7,5,2,20,7,4,7,7,25,7,5,12,91,4,4,3,1,12,1,1,1,1,1,5,1,1,1,3,3,2,4,9,1,1,1,1,4,1,1,1,1,4,37,4,2,5,5,5,2,23
1,Jember,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,1,3,5,1,6,7,5,1,25,5,4,5,6,20,6,1,1,1,9,5,7,12,66,7,6,7,7,27,7,7,7,7,7,35,7,7,7,21,5,5,4,14,1,1,1,1,4,1,5,5,5,16,117,4,4,4,4,3,5,24
2,Jember,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,1,1,0,4,2,1,1,5,5,1,15,5,6,5,2,18,5,2,5,5,17,6,6,12,62,4,4,5,4,17,4,3,4,5,4,20,6,5,5,16,2,4,4,10,3,1,1,7,12,1,1,1,3,6,81,5,3,4,4,2,2,20
1,Jember,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,2,1,1,4,5,1,7,7,2,1,23,5,6,1,2,14,6,1,1,1,9,7,5,12,58,4,6,5,6,21,6,6,6,6,6,30,6,6,6,18,6,5,6,17,2,2,2,2,8,6,6,6,6,24,118,5,2,4,3,2,5,21
1,Jembrana,Bali,0,1,Private Second Account,,,,,,1,0,0,0,2,3,0,1,4,5,1,5,7,7,1,26,5,7,4,2,18,7,5,4,4,20,5,3,8,72,5,4,5,5,19,5,5,5,5,4,24,4,5,5,14,6,5,5,16,3,4,4,4,15,7,6,6,4,23,111,4,3,2,4,2,4,19
2,Jepara,Jawa Tengah,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,4,4,1,1,1,5,7,4,7,1,7,31,4,7,7,1,19,7,1,7,7,22,7,7,14,86,7,7,7,5,26,4,1,5,6,6,22,7,7,7,21,7,1,5,13,3,4,3,3,13,7,7,7,5,26,121,5,5,3,3,3,1,20
0,Jepara,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,2,1,0,4,1,1,3,7,4,1,17,7,7,7,4,25,6,4,1,3,14,6,7,13,69,7,7,7,7,28,6,5,7,7,5,30,6,6,6,18,7,6,6,19,3,1,5,3,12,4,6,7,4,21,128,4,5,5,5,2,2,23
1,Jepara,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,3,0,0,2,7,3,7,7,3,1,28,7,7,7,4,25,7,4,1,1,13,7,7,14,80,5,5,5,5,20,7,7,5,5,5,29,7,7,7,21,2,3,5,10,3,3,1,7,14,1,1,1,5,8,102,5,4,5,5,2,2,23
1,Jimbaran,Bali,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,0,1,3,4,3,3,7,7,5,29,7,7,7,7,28,7,4,7,4,22,7,7,14,93,1,1,4,1,7,1,1,1,1,1,5,2,4,4,10,5,5,7,17,1,1,1,1,4,1,1,3,1,6,49,5,3,5,1,2,1,17
1,Jombang,Jawa Timur,0,3,Private Second Account,Fake/Spam/Fan Account,Business account,,,,1,0,1,0,3,2,1,0,3,7,1,7,7,6,1,29,5,7,6,4,22,7,3,6,5,21,7,7,14,86,7,7,7,6,27,7,7,6,7,5,32,4,5,3,12,6,4,6,16,2,1,3,5,11,5,5,6,5,21,119,5,3,5,3,5,4,25
1,Jombang,Jawa Timur,0,2,Fake/Spam/Fan Account,Business Account,,,,,0,0,1,0,4,3,1,1,3,2,1,7,7,7,1,25,7,7,7,4,25,7,7,1,7,22,7,7,14,86,6,6,7,6,25,2,7,2,1,7,19,7,7,7,21,1,6,7,14,1,1,4,6,12,3,2,4,2,11,102,1,1,5,3,4,1,15
1,Jombang,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,0,0,4,4,1,6,7,6,1,25,7,7,7,6,27,7,4,5,6,22,7,7,14,88,7,7,7,7,28,6,6,6,6,6,30,7,7,7,21,7,6,7,20,7,7,7,7,28,6,4,2,4,16,143,2,4,4,2,1,2,15
0,Jombang,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,1,1,0,3,2,1,5,7,6,1,22,7,7,7,7,28,7,5,4,7,23,7,7,14,87,7,7,7,4,25,4,4,5,5,5,23,4,3,3,10,5,5,5,15,3,1,1,1,6,1,4,5,4,14,93,5,5,5,5,5,5,30
1,Jombang,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,3,2,1,1,3,5,1,13,7,7,6,4,24,7,4,2,2,15,5,4,9,61,4,6,5,3,18,5,4,5,6,5,25,6,7,7,20,5,5,4,14,7,6,6,5,24,6,2,3,2,13,114,4,3,4,2,2,4,19
2,Jombang,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,2,3,1,4,6,5,1,20,6,6,6,6,24,7,6,3,4,20,6,6,12,76,4,4,4,3,15,4,4,4,4,5,21,5,6,6,17,4,4,4,12,6,1,1,1,9,3,1,1,1,6,80,3,3,4,3,4,2,19
1,Jombang,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,2,1,0,4,4,7,6,7,6,4,34,6,6,6,6,24,6,4,6,6,22,6,7,13,93,5,6,6,5,22,4,2,3,4,4,17,5,6,6,17,2,4,5,11,5,7,5,5,22,3,4,5,4,16,105,4,2,4,4,2,4,20
2,Jombang,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,0,2,4,4,4,6,7,4,29,7,7,6,6,26,7,7,7,7,28,7,4,11,94,4,5,5,3,17,3,3,4,4,4,18,7,7,7,21,4,4,4,12,3,4,2,2,11,3,4,4,4,15,94,3,3,4,3,1,1,15
0,Jombang,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,2,1,0,3,1,4,3,5,4,5,22,5,6,7,7,25,6,5,4,6,21,3,4,7,75,7,7,7,7,28,4,4,4,6,4,22,6,7,7,20,4,4,4,12,3,3,3,5,14,5,5,4,4,18,114,3,4,4,4,4,3,22
1,Kab. Bandung,Jawa Barat,0,3,Private Second Account,Fake/Spam/Fan Account,Akun biasa,,,,1,0,1,0,3,4,1,0,2,4,4,6,6,7,6,33,6,6,5,4,21,6,5,6,4,21,4,4,8,83,3,4,4,4,15,4,4,4,4,4,20,3,4,4,11,3,3,3,9,3,2,1,4,10,3,3,3,3,12,77,2,4,3,3,3,3,18
1,Kab. Bandung,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,2,1,2,5,5,2,2,17,5,6,6,6,23,4,5,3,2,14,5,2,7,61,6,6,6,4,22,6,3,4,4,6,23,5,5,5,15,4,3,5,12,1,1,1,3,6,3,4,5,4,16,94,5,3,1,3,1,3,16
0,Kab. Bandung,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,0,3,7,3,7,7,4,2,30,5,5,6,2,18,7,4,3,3,17,7,4,11,76,5,4,5,4,18,5,5,4,4,3,21,5,5,5,15,5,4,6,15,3,5,1,3,12,3,5,3,3,14,95,4,4,3,4,3,4,22
1,Kab. Bekasi,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,giveaway account,,,,1,0,1,0,3,4,1,0,2,4,2,6,6,5,4,27,7,7,7,5,26,7,7,4,5,23,7,7,14,90,4,5,5,4,18,3,6,4,4,3,20,6,6,6,18,2,4,6,12,2,2,2,4,10,2,1,2,2,7,85,4,2,4,4,2,3,19
0,Kab. Bekasi,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,2,4,7,7,7,7,7,39,7,7,7,7,28,7,7,7,7,28,6,7,13,108,4,1,2,6,13,1,1,1,6,1,10,7,7,7,21,7,7,6,20,2,1,1,1,5,6,6,6,2,20,89,1,1,4,3,1,1,11
1,Kab. Bogor,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,3,1,0,4,2,1,1,6,4,1,15,5,5,4,5,19,7,6,6,6,25,7,7,14,73,5,4,5,5,19,6,6,6,6,7,31,7,7,7,21,6,4,6,16,3,4,4,3,14,3,3,3,2,11,112,5,5,3,3,4,4,24
1,Kab. Deli Serdang,Sumatra Utara,0,1,Private Second Account,,,,,,1,0,0,0,2,4,1,1,4,5,1,5,6,1,1,19,7,7,7,5,26,7,1,1,1,10,7,7,14,69,5,3,4,4,16,6,7,7,7,7,34,7,7,7,21,5,5,5,15,7,7,7,7,28,7,7,7,5,26,140,3,4,5,3,4,5,24
1,Kab. Semarang,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,1,1,1,1,7,5,1,16,7,7,7,7,28,7,1,3,3,14,7,7,14,72,1,5,5,1,12,1,1,1,1,7,11,7,7,7,21,7,7,5,19,1,1,2,1,5,7,5,7,4,23,91,5,4,5,5,5,5,29
1,Kabupaten Bandung Barat,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,3,4,4,5,7,6,4,30,5,6,6,4,21,7,4,4,5,20,7,7,14,85,7,7,7,7,28,4,4,4,4,5,21,7,7,7,21,7,4,6,17,5,5,7,7,24,5,4,4,5,18,129,3,3,4,4,3,3,20
1,Kabupaten Bogor,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,3,1,0,2,5,1,5,7,6,1,25,7,6,4,2,19,7,5,5,3,20,7,6,13,77,2,1,3,3,9,3,3,1,2,3,12,7,7,7,21,5,5,5,15,4,3,3,5,15,3,2,2,3,10,82,4,4,2,3,4,5,22
1,Kabupaten Semarang,Jawa Tengah,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,3,4,1,0,3,3,2,6,7,7,1,26,7,7,6,6,26,6,2,6,6,20,7,7,14,86,7,5,6,7,25,4,5,4,5,4,22,6,6,6,18,6,6,4,16,2,1,1,1,5,2,5,3,2,12,98,3,2,5,5,2,5,22
0,Kalianda,Lampung,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,0,1,2,3,5,3,7,7,6,31,7,7,6,3,23,6,7,6,7,26,7,7,14,94,6,6,3,6,21,3,2,2,3,2,12,2,6,6,14,6,2,4,12,1,1,1,1,4,1,3,5,5,14,77,4,3,5,5,4,5,26
1,Kalimantan Tengah,Kalimantan Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,0,0,1,3,5,1,7,3,5,24,7,7,5,4,23,7,5,4,4,20,7,4,11,78,4,4,2,4,14,4,4,4,4,4,20,5,5,5,15,6,6,6,18,1,1,1,1,4,2,1,1,1,5,76,5,4,2,2,3,3,19
1,Kalimantan Tengah,Kalimantan Tengah,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,3,3,1,0,2,4,4,7,7,7,1,30,7,7,7,7,28,7,1,4,4,16,7,7,14,88,4,4,4,4,16,7,1,1,1,1,11,7,7,7,21,7,7,4,18,1,1,1,1,4,1,1,1,1,4,74,3,1,3,3,1,1,12
1,Kalimantan Tengah,Kalimantan Tengah,0,1,Alter Account,,,,,,0,0,0,1,3,2,1,1,2,7,6,7,7,7,7,41,7,7,5,5,24,7,5,7,7,26,7,7,14,105,4,4,4,4,16,6,6,6,4,2,24,7,7,7,21,6,4,4,14,4,5,2,2,13,4,4,4,4,16,104,5,5,5,2,2,5,24
1,Kalimantan Tengah,Kalimantan Tengah,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,4,1,1,3,1,1,1,4,3,1,11,6,7,5,3,21,7,5,6,2,20,7,3,10,62,6,6,5,4,21,6,4,5,5,5,25,5,5,5,15,4,4,4,12,5,4,5,4,18,5,4,6,4,19,110,4,5,3,3,3,3,21
1,Kalimantan Tengah,Kalimantan Tengah,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,4,1,0,2,2,2,2,6,7,1,20,7,7,6,4,24,7,7,7,7,28,7,7,14,86,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,7,7,7,21,1,2,1,2,6,7,1,7,6,21,132,5,5,5,3,5,4,27
1,Kalimantan Timur,Kalimantan Timur,0,3,Fake/Spam/Fan Account,Fake/Spam/Fan Account,kabar terbaru,atau hal yang bersifat lucu namun positif,,,0,0,2,0,4,3,0,1,3,4,5,5,7,6,7,34,7,7,7,7,28,4,4,5,5,18,6,6,12,92,4,4,4,4,16,4,1,4,4,4,17,1,2,4,7,5,4,4,13,6,4,4,4,18,2,4,4,3,13,84,3,3,3,4,2,4,19
1,Kalimantan Timur,Kalimantan Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,4,2,0,1,4,2,2,2,5,2,1,14,7,7,7,6,27,7,5,7,6,25,7,7,14,80,6,7,7,7,27,7,7,7,7,7,35,7,7,7,21,5,5,5,15,5,4,3,5,17,4,3,3,2,12,127,1,1,4,2,1,4,13
1,Kalimantan Timur,Kalimantan Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,0,0,4,1,1,1,1,4,1,9,7,7,7,1,22,3,4,5,5,17,3,1,4,52,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,7,7,7,21,5,5,4,4,18,5,4,4,3,16,139,2,2,1,2,1,1,9
1,Karanganyar,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,0,2,3,1,6,7,7,1,25,7,7,7,6,27,7,7,7,6,27,7,6,13,92,4,4,4,4,16,2,3,4,4,3,16,2,5,4,11,3,5,5,13,4,5,4,4,17,4,2,3,4,13,86,5,5,5,5,4,5,29
1,Karanganyar,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,3,4,3,4,5,6,3,25,5,6,5,5,21,5,3,3,4,15,7,6,13,74,5,6,6,5,22,5,4,4,6,5,24,7,6,6,19,4,4,5,13,4,3,3,4,14,4,5,4,3,16,108,3,2,1,3,2,3,14
1,Karawang,Jawa Barat,1,3,Private Second Account,Alter Account,Business Account,,,,1,0,0,1,3,4,0,0,3,3,3,6,7,6,2,27,6,7,6,2,21,7,5,7,7,26,6,7,13,87,5,3,4,4,16,3,3,3,3,5,17,7,7,7,21,6,6,6,18,3,2,2,2,9,3,2,3,1,9,90,5,3,5,5,5,3,26
1,Karawang,Jawa Barat,0,5,Private Second Account,Fake/Spam/Fan Account,gaming account,watching account,sell/buy account,,1,0,1,0,2,1,0,1,4,6,4,6,6,7,5,34,6,4,5,3,18,7,5,5,6,23,7,7,14,89,6,5,6,4,21,4,5,4,5,3,21,7,6,7,20,5,5,5,15,3,3,3,3,12,6,6,6,4,22,111,5,4,4,5,5,5,28
1,Karawang,Jawa Barat,0,3,Private Second Account,Alter Account,Fake/Spam/Fan Account,Fake/Spam/Fan Account,,,1,0,2,1,4,4,1,0,2,5,5,4,6,7,4,31,6,7,6,2,21,6,3,6,2,17,7,7,14,83,7,5,6,7,25,7,7,7,7,7,35,4,7,7,18,6,5,7,18,2,1,1,2,6,2,2,4,1,9,111,4,4,5,5,5,2,25
0,Karawang,Jawa Barat,0,3,Private Second Account,Role Play Account,Fake/Spam/Fan Account,,,,1,1,1,0,2,2,1,0,4,1,1,1,7,7,1,18,3,6,5,2,16,7,6,3,5,21,4,7,11,66,5,4,7,7,23,5,6,5,5,6,27,3,6,6,15,7,7,6,20,7,7,7,7,28,7,6,7,7,27,140,5,5,3,5,5,5,28
1,Karawang,Jawa Barat,1,2,Private Second Account,Alter Account,,,,,1,0,0,1,3,1,0,1,4,4,2,2,5,6,1,20,7,7,7,4,25,6,5,1,7,19,7,7,14,78,6,7,7,7,27,7,4,4,6,6,27,7,7,7,21,1,1,4,6,1,1,1,1,4,4,1,1,1,7,92,3,1,5,1,1,5,16
0,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,2,6,3,6,7,3,1,26,4,6,5,4,19,7,3,3,2,15,7,7,14,74,4,5,5,3,17,3,3,4,5,4,19,7,6,6,19,7,5,5,17,2,2,1,1,6,2,1,1,1,5,83,4,3,3,4,1,4,19
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,0,0,1,5,7,7,7,6,7,39,5,5,3,2,15,7,7,4,7,25,7,7,14,93,4,5,6,3,18,3,6,2,2,5,18,5,5,5,15,5,6,5,16,3,3,4,5,15,6,6,7,6,25,107,3,2,4,4,2,2,17
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,0,0,3,5,5,6,7,7,6,36,6,2,6,4,18,7,4,2,3,16,7,7,14,84,5,4,5,4,18,3,3,3,3,3,15,6,7,7,20,3,5,4,12,2,2,2,6,12,4,5,4,3,16,93,2,2,5,3,1,1,14
0,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,0,0,4,4,3,4,5,7,3,26,7,5,6,4,22,7,4,5,6,22,7,7,14,84,6,4,7,5,22,6,4,7,7,5,29,7,7,7,21,6,5,6,17,5,5,4,4,18,5,4,4,5,18,125,3,2,5,4,4,5,23
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,2,1,0,4,6,1,7,7,6,1,28,7,7,7,7,28,7,5,5,6,23,7,7,14,93,7,7,7,6,27,7,7,7,7,6,34,7,6,6,19,6,6,5,17,7,6,6,6,25,7,6,7,4,24,146,5,4,5,4,3,2,23
1,Karawang,Jawa Barat,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,2,1,1,0,1,4,1,6,7,1,1,20,7,7,7,4,25,7,1,3,1,12,7,4,11,68,7,7,7,7,28,7,1,7,7,7,29,7,7,7,21,7,7,7,21,4,7,7,7,25,7,7,7,7,28,152,4,3,5,3,1,1,17
1,Karawang,Jawa Barat,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,3,4,1,0,1,1,1,7,7,7,1,24,7,7,7,7,28,7,5,7,7,26,7,7,14,92,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,7,7,3,17,7,6,5,4,22,5,7,7,5,24,147,3,5,4,2,1,5,20
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,5,3,5,7,3,2,25,6,6,4,3,19,7,3,5,3,18,7,7,14,76,4,1,2,3,10,3,5,6,5,6,25,6,7,7,20,5,6,5,16,3,3,5,4,15,5,5,3,3,16,102,5,4,5,5,5,3,27
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,1,1,1,2,6,2,6,6,6,1,27,6,6,6,4,22,6,4,4,4,18,6,7,13,80,6,6,6,4,22,7,7,7,7,4,32,7,7,7,21,5,6,5,16,3,4,3,2,12,5,5,5,3,18,121,4,4,4,3,1,2,18
1,Karawang,Jawa Barat,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,2,1,1,1,2,3,5,6,7,1,24,7,7,5,5,24,6,5,7,6,24,6,3,9,81,1,6,6,4,17,5,3,3,5,5,21,2,3,3,8,3,3,5,11,2,2,2,2,8,4,5,5,5,19,84,4,4,4,2,2,2,18
0,Karawang,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,2,4,1,0,1,4,5,1,7,7,7,31,7,7,7,5,26,7,2,2,2,13,6,5,11,81,6,4,4,2,16,6,3,2,6,3,20,7,6,7,20,5,5,6,16,1,1,1,1,4,7,1,1,3,12,88,5,2,2,5,3,5,22
1,Karawang,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,2,4,1,1,2,1,1,5,5,2,1,15,7,7,7,7,28,7,1,1,1,10,7,7,14,67,7,7,7,3,24,7,7,7,7,7,35,7,7,7,21,5,4,5,14,5,2,2,5,14,6,6,4,4,20,128,5,5,5,2,3,3,23
1,Karawang,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,3,2,1,0,4,4,1,5,7,4,1,22,5,6,5,4,20,5,3,3,2,13,4,4,8,63,7,7,7,7,28,7,7,7,7,7,35,7,6,6,19,4,2,3,9,6,2,1,1,10,4,4,4,4,16,117,3,5,5,3,3,3,22
1,Karawang,Jawa Barat,0,1,Role Play Account,,,,,,0,1,0,0,3,3,1,1,2,1,1,1,6,2,1,12,7,7,7,2,23,7,7,7,5,26,5,4,9,70,7,6,6,4,23,1,1,1,7,1,11,7,5,5,17,4,4,7,15,4,6,3,5,18,2,4,3,3,12,96,3,2,5,5,1,4,20
1,Karawang,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,1,1,0,3,1,3,2,4,3,4,17,4,6,5,4,19,7,7,2,6,22,6,7,13,71,7,5,5,6,23,5,4,4,7,6,26,7,7,7,21,7,7,7,21,4,7,6,7,24,5,6,6,5,22,137,5,5,5,5,5,1,26
1,Kebumen,Jawa Tengah,1,4,Private Second Account,Role Play Account,Alter Account,Fake/Spam/Fan Account,,,1,1,1,1,3,2,0,0,3,3,1,1,5,7,1,18,7,7,6,3,23,6,6,7,7,26,7,7,14,81,7,6,6,6,25,5,5,5,4,5,24,6,6,6,18,6,6,6,18,4,4,2,4,14,4,4,6,2,16,115,5,4,4,5,4,3,25
1,Kebumen,Jawa Tengah,0,1,Fake/Spam/Fan Account,Fake/Spam/Fan Account,,,,,0,0,2,0,2,4,1,0,3,4,3,5,6,6,2,26,6,6,5,4,21,7,5,4,4,20,5,5,10,77,4,3,3,3,13,3,2,2,3,3,13,2,4,3,9,6,5,5,16,4,4,5,6,19,5,5,4,3,17,87,4,4,4,5,4,3,24
1,Kebumen,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,3,1,0,3,1,1,1,5,4,1,13,7,7,7,7,28,7,3,3,3,16,7,7,14,71,7,6,6,4,23,6,5,6,6,5,28,6,7,7,20,5,6,7,18,4,1,1,4,10,5,1,1,1,8,107,5,5,5,5,3,5,28
2,Kebumen,Jawa Tengah,0,2,Role Play Account,Fake/Spam/Fan Account,,,,,0,1,1,0,3,3,1,0,3,4,3,2,6,5,3,23,7,7,7,7,28,7,5,5,6,23,7,7,14,88,6,4,5,4,19,1,3,3,3,3,13,6,6,6,18,1,3,4,8,1,1,1,1,4,1,1,1,1,4,66,2,2,3,3,1,1,12
0,Kebumen,Jawa Tengah,1,1,Private Second Account,,,,,,1,0,0,0,4,3,0,0,1,7,4,7,7,7,5,37,7,6,6,4,23,7,4,1,1,13,7,7,14,87,6,5,3,5,19,6,6,6,5,5,28,7,7,7,21,4,5,5,14,1,1,1,7,10,4,1,1,1,7,99,4,4,4,3,2,2,19
1,Kebumen,Jawa Tengah,0,1,Role Play Account,,,,,,0,1,0,0,4,2,1,0,1,2,1,3,7,7,1,21,3,7,7,3,20,7,1,3,3,14,7,7,14,69,5,7,7,7,26,7,7,7,7,7,35,7,7,7,21,7,3,5,15,1,4,1,4,10,6,5,4,1,16,123,2,1,5,5,2,5,20
1,Kebumen,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,3,0,0,3,2,1,3,6,4,1,17,7,6,6,3,22,7,3,3,5,18,6,7,13,70,6,7,7,7,27,6,7,6,6,6,31,5,5,5,15,3,4,5,12,2,2,2,2,8,4,6,6,6,22,115,5,5,5,4,3,2,24
0,Kediri,Jawa Timur,0,3,Private Second Account,Role Play Account,Fake/Spam/Fan Account,Fake/Spam/Fan Account,,,1,1,2,0,3,3,1,0,3,5,5,5,7,7,6,35,7,7,6,4,24,7,6,6,5,24,7,7,14,97,7,7,7,7,28,6,6,5,5,6,28,7,7,7,21,6,6,7,19,2,2,2,5,11,7,5,7,6,25,132,5,2,4,4,3,1,19
2,Kediri,Jawa Timur,0,3,Private Second Account,Fake/Spam/Fan Account,cyber acc,,,,1,0,1,0,2,2,1,0,2,4,5,6,6,5,4,30,7,7,7,3,24,7,6,6,4,23,6,7,13,90,6,5,4,5,20,5,3,4,5,4,21,5,4,3,12,5,4,5,14,4,5,5,5,19,4,5,5,3,17,103,5,3,5,4,3,2,22
1,Kediri,Jawa Timur,0,3,Private Second Account,Role Play Account,Fake/Spam/Fan Account,,,,1,1,1,0,2,1,1,1,4,3,4,6,6,6,3,28,5,4,5,5,19,7,3,3,5,18,6,7,13,78,5,5,6,4,20,5,5,5,4,5,24,5,5,5,15,5,5,4,14,3,5,5,4,17,5,5,5,4,19,109,5,4,5,5,5,3,27
0,Kediri,Jawa Timur,0,2,Private Second Account,Fake/Spam/Fan Account,Private Second Account,,,,2,0,1,0,1,2,1,0,4,1,1,1,1,7,1,12,7,7,7,7,28,7,4,4,4,19,7,7,14,73,7,7,7,6,27,5,6,4,5,3,23,7,7,7,21,7,5,6,18,1,1,2,7,11,2,2,7,2,13,113,4,5,5,5,5,2,26
1,Kediri,Jawa Timur,0,3,Private Second Account,Fake/Spam/Fan Account,Reading acc,,,,1,0,1,0,2,2,1,0,4,5,2,6,7,6,1,27,4,6,4,7,21,7,7,4,7,25,7,6,13,86,4,5,6,6,21,5,3,4,4,3,19,7,6,7,20,6,5,3,14,6,5,4,4,19,7,7,7,5,26,119,5,4,5,4,3,5,26
