Umur,Domisili,Province,Jenis Kelamin,Total Twitter Sekunder,Twitter1,Twitter2,Twitter3,Twitter4,Twitter5,Twitter6,Private Second Account,Roleplay Acc,Fake/Spam,Alter Acc,BodySatisfaction,FamCloseness,ParentsinMarriage,LivingApart,Loneliness,SExp1,SExp2,SExp3,SExp4,SExp5,SExp6,SExp,InfSeek1,InfSeek2,InfSeek3,InfSeek4,InfSeek,Soc1,Soc2,Soc3,Soc4,Soc,Div1,Div2,Div,UG_TOT,DA1,DA2,DA3,DA4,DA_OD,IN1,IN2,IN3,IN4,IN5,IN_OD,AS1,AS2,AS3,AS_OD,SI1,SI2,SI3,SI_OD,DI1,DI2,DI3,DI4,DI_OD,MA1,MA2,MA3,MA4,MA_OD,OD_TOT,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS_TOT
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,3,6,5,6,7,5,4,33,7,7,7,5,26,7,7,6,6,26,7,7,14,99,6,6,7,5,24,5,6,7,6,6,30,7,7,7,21,7,7,6,20,2,3,5,7,17,4,5,4,3,16,128,4,4,5,3,5,2,23
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,1,7,2,7,7,7,2,32,7,7,7,7,28,7,7,7,7,28,7,7,14,102,5,2,3,3,13,1,3,3,1,5,13,6,5,7,18,4,4,6,14,6,4,4,6,20,3,6,5,3,17,95,5,4,5,4,1,1,20
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,2,0,1,4,4,5,4,5,4,4,26,6,6,6,6,24,7,7,6,6,26,7,7,14,90,6,2,4,4,16,5,4,4,5,5,23,5,5,5,15,5,5,5,15,5,2,2,2,11,3,3,6,6,18,98,4,4,5,3,3,5,24
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,1,1,1,4,4,3,3,5,4,3,22,3,5,4,4,16,4,4,6,6,20,6,6,12,70,3,2,3,4,12,3,3,3,3,3,15,2,1,2,5,2,3,4,9,3,2,2,2,9,4,4,4,3,15,65,3,2,5,3,1,2,16
0,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,1,5,3,7,7,4,4,30,6,6,6,4,22,7,6,5,4,22,7,7,14,88,7,7,7,2,23,4,4,3,5,4,20,6,6,6,18,5,6,6,17,4,2,2,4,12,3,4,6,5,18,108,4,3,5,4,3,3,22
1,Bandung,Jawa Barat,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,3,4,1,0,3,5,1,5,6,4,1,22,7,7,6,4,24,6,6,4,3,19,6,4,10,75,5,5,7,4,21,5,2,2,3,4,16,2,2,2,6,3,5,6,14,1,2,1,2,6,2,5,3,1,11,74,4,2,4,2,2,1,15
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,2,6,6,7,7,5,6,37,6,5,5,5,21,7,7,6,6,26,6,7,13,97,6,5,6,4,21,3,4,3,2,2,14,4,4,4,12,5,5,5,15,4,2,1,4,11,5,5,6,4,20,93,4,3,5,4,4,2,22
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,1,4,4,7,7,6,29,6,6,5,4,21,7,6,6,5,24,7,7,14,88,4,4,3,5,16,5,6,4,6,6,27,4,4,4,12,2,4,4,10,5,5,4,5,19,4,4,4,4,16,100,4,3,5,5,4,2,23
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,4,1,4,6,7,1,23,7,7,7,7,28,7,5,6,7,25,7,7,14,90,3,3,5,3,14,3,3,3,3,3,15,5,6,6,17,6,6,6,18,4,4,4,4,16,4,4,6,6,20,100,1,3,4,4,4,5,21
0,Bandung,Jawa Barat,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,3,3,1,0,4,5,4,6,6,6,2,29,6,6,6,5,23,7,5,7,7,26,7,2,9,87,4,3,4,5,16,4,4,4,4,4,20,6,6,6,18,6,6,5,17,3,2,2,4,11,3,4,4,4,15,97,3,4,2,5,2,5,21
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,1,1,0,2,3,2,5,7,6,2,25,2,7,6,5,20,7,2,1,1,11,7,4,11,67,6,4,4,4,18,6,6,5,5,5,27,6,4,5,15,7,4,7,18,4,4,6,6,20,3,3,4,4,14,112,5,3,4,5,2,4,23
1,Bandung,Jawa Barat,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,4,4,1,0,3,4,5,6,7,5,4,31,6,7,6,7,26,7,5,7,7,26,6,4,10,93,4,3,6,4,17,2,3,5,3,4,17,6,7,7,20,1,6,6,13,4,5,6,6,21,2,6,4,4,16,104,3,2,2,3,1,2,13
0,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,4,4,5,6,7,4,2,28,7,7,7,6,27,7,5,4,5,21,6,7,13,89,6,6,5,5,22,7,7,7,6,6,33,5,6,6,17,6,5,4,15,4,5,3,4,16,3,5,5,4,17,120,5,5,5,4,4,5,28
1,Bandung,Jawa Barat,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,2,2,1,0,4,1,1,2,7,5,1,17,6,6,6,3,21,6,4,4,5,19,6,6,12,69,7,6,7,6,26,6,6,6,6,6,30,6,6,6,18,7,6,6,19,5,5,5,4,19,5,6,6,6,23,135,5,5,5,4,4,2,25
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,1,0,1,3,3,2,6,7,7,2,27,5,7,3,3,18,7,6,6,6,25,5,7,12,82,6,5,7,7,25,4,6,7,5,3,25,4,4,6,14,5,6,5,16,3,7,4,5,19,6,7,4,4,21,120,4,3,4,5,3,3,22
2,Bandung,Jawa Barat,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,3,3,1,0,3,4,4,2,6,5,6,27,6,6,6,6,24,7,7,5,6,25,7,6,13,89,6,2,7,6,21,6,5,6,6,6,29,6,6,6,18,6,6,6,18,3,6,7,5,21,6,4,5,4,19,126,5,3,5,5,3,3,24
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,1,1,1,3,5,3,7,7,4,3,29,6,7,6,5,24,4,3,5,3,15,3,5,8,76,6,4,4,3,17,4,3,3,3,4,17,5,5,5,15,5,4,4,13,2,5,4,4,15,4,4,4,4,16,93,4,3,4,3,4,3,21
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,0,0,3,3,3,4,4,5,2,21,5,6,5,3,19,7,4,4,5,20,5,2,7,67,4,4,4,4,16,3,3,3,3,4,16,6,6,6,18,5,4,3,12,3,4,3,3,13,3,4,6,4,17,92,4,3,2,2,4,3,18
2,Bandung,Jawa Barat,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,3,2,1,0,3,5,3,4,6,5,3,26,7,7,6,6,26,6,6,4,4,20,6,6,12,84,5,4,4,2,15,3,2,5,5,4,19,6,5,6,17,4,5,5,14,3,4,2,4,13,4,3,3,4,14,92,3,3,5,5,4,5,25
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,3,1,0,4,5,4,5,7,6,2,29,7,7,6,5,25,6,7,7,7,27,5,6,11,92,6,4,5,4,19,5,3,2,2,2,14,6,6,6,18,6,5,5,16,4,4,3,6,17,6,5,5,3,19,103,5,4,4,5,4,4,26
1,Bandung,Jawa Barat,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,1,2,2,3,6,6,6,3,26,6,6,6,6,24,6,7,6,5,24,4,4,8,82,3,3,5,4,15,4,5,5,4,3,21,7,7,7,21,5,5,6,16,5,5,4,5,19,3,4,4,5,16,108,4,5,3,4,4,5,25
